image_id,Original_question,q_type,Mod_qns_Gemini,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000228794,Is this a park?,Is this,Is this a botanical park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228794.jpg,Is this a <span style='color:red'>botanical</span> park?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> park?,yes
COCO_train2014_000000376946,Is there a cherry on the donut?,Is there,Is there a red cherry on the donut?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376946.jpg,Is there a <span style='color:red'>red</span> cherry on the donut?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cherry on the donut?,yes
COCO_train2014_000000173096,Is this person in danger of falling?,Is this,Is this person on a surfboard in danger of falling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000173096.jpg,Is this person <span style='color:red'>on a surfboard</span> in danger of falling?,Is this person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in danger of falling?,no
COCO_train2014_000000523638,Is this an American stop sign?,Is this,Is this a weathered stop sign?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000523638.jpg,Is this <span style='color:red'>a weathered</span> stop sign?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> stop sign?,no
COCO_train2014_000000402527,Is the boy wearing a green shirt?,Is the,Is the boy in the foreground wearing a green shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000402527.jpg,Is the boy <span style='color:red'>in the foreground</span> wearing a green shirt?,Is the boy <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing a green shirt?,no
COCO_train2014_000000314378,Is this woman smiling?,Is this,Is this woman wearing sunglasses smiling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000314378.jpg,Is this woman <span style='color:red'>wearing sunglasses</span> smiling?,Is this woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> smiling?,yes
COCO_train2014_000000161518,Are the flowers dead?,Are,Are the red flowers dead?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000161518.jpg,Are the <span style='color:red'>red</span> flowers dead?,Are the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> flowers dead?,no
COCO_train2014_000000205621,Is the sky cloudy?,Is the,Is the sky on the left cloudy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205621.jpg,Is the sky <span style='color:red'>on the left</span> cloudy?,Is the sky <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cloudy?,no
COCO_train2014_000000362130,Is there a Japanese plane on the ground?,Is there,Is there a large Japanese plane on the ground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000362130.jpg,Is there a <span style='color:red'>large</span> Japanese plane on the ground?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> Japanese plane on the ground?,yes
COCO_train2014_000000475763,Is the plane in the air?,Is the,Is the white plane in the air?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000475763.jpg,Is the <span style='color:red'>white</span> plane in the air?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> plane in the air?,no
COCO_train2014_000000175451,Do these people appear to be on a path?,Do,Do these people on skis appear to be on a path?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000175451.jpg,Do these people <span style='color:red'>on skis</span> appear to be on a path?,Do these people <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> appear to be on a path?,no
COCO_train2014_000000334098,Does the man wear glasses?,Does,Does the red-haired man wear glasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334098.jpg,Does the <span style='color:red'>red-haired</span> man wear glasses?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> man wear glasses?,no
COCO_train2014_000000376757,Is this a sunny day?,Is this,Is this a sunny day with cloudy sky?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376757.jpg,Is this a <span style='color:red'>partly cloudy</span> day?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> day?,yes
COCO_train2014_000000150999,Is there a clock in this picture?,Is there,Is there a blue clock in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000150999.jpg,Is there a <span style='color:red'>blue</span> clock in this picture?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> clock in this picture?,yes
COCO_train2014_000000448710,Is the train stopped at a station?,Is the,Is the steam train stopped at a station?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000448710.jpg,Is the <span style='color:red'>steam</span> train stopped at a station?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> train stopped at a station?,no
COCO_train2014_000000332296,Is the bottom sign secure?,Is the,Is the bottom sign on the pole secure?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000332296.jpg,Is the bottom sign <span style='color:red'>on the pole</span> secure?,Is the bottom sign <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> secure?,yes
COCO_train2014_000000400094,Is there snow on the trees?,Is there,Is there snow on the trees in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000400094.jpg,Is there snow on the trees <span style='color:red'>in the background?</span>,Is there snow on the trees <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000325154,Are these two zebras facing the camera?,Are,Are these two zebras in the foreground facing the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000325154.jpg,Are these two zebras <span style='color:red'>in the foreground</span> facing the camera?,Are these two zebras <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> facing the camera?,yes
COCO_train2014_000000435142,Is this military?,Is this,Is this civilian airplane military?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000435142.jpg,Is this <span style='color:red'>civilian airplane</span> military?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> military?,no
COCO_train2014_000000444660,Is this a passenger train?,Is this,Is this a multicolored passenger train?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000444660.jpg,Is this a <span style='color:red'>multicolored</span> passenger train?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> passenger train?,yes
COCO_train2014_000000385935,Are there any people on the beach?,Are,Are there any people near brown horses on the beach?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000385935.jpg,Are there any <span style='color:red'>brown horses</span> on the beach?,Are there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> on the beach?,no
COCO_train2014_000000335697,Is the elephant content?,Is the,Is the baby elephant content?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000335697.jpg,Is the <span style='color:red'>baby</span> elephant content?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> elephant content?,yes
COCO_train2014_000000164694,Is this roll a prop?,Is this,Is this giant roll a prop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000164694.jpg,Is this <span style='color:red'>giant</span> roll a prop?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> roll a prop?,yes
COCO_train2014_000000153736,Is there a fireplace?,Is there,Is there a working fireplace?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000153736.jpg,Is there a <span style='color:red'>working</span> fireplace?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> fireplace?,no
COCO_train2014_000000180964,Are the lids off the toilet seats?,Are,Are the lids off the beige toilet seats?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000180964.jpg,Are the lids off the <span style='color:red'>beige</span> toilet seats?,Are the lids off the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> toilet seats?,no
COCO_train2014_000000094769,Does this person have a nice view?,Does,Does this person on the bench have a nice view?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000094769.jpg,Does this person <span style='color:red'>on the bench</span> have a nice view?,Does this person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have a nice view?,yes
COCO_train2014_000000043966,Does this look like a small or large pizza?,Does,Does this look like a small or large pizza on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000043966.jpg,Does this look like a small or large pizza <span style='color:red'>on the plate?</span>,Does this look like a small or large pizza <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,small
COCO_train2014_000000079445,Is this cat trying to learn how to type on a computer keyboard?,Is this,Is this orange cat trying to learn how to type on a computer keyboard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000079445.jpg,Is this <span style='color:red'>orange</span> cat trying to learn how to type on a computer keyboard?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cat trying to learn how to type on a computer keyboard?,no
COCO_train2014_000000033303,Is this person happy?,Is this,Is this person wearing glasses happy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000033303.jpg,Is this person <span style='color:red'>wearing glasses</span> happy?,Is this person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> happy?,yes
COCO_train2014_000000128929,Is there an egg carton on the counter?,Is there,Is there a cardboard egg carton on the counter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000128929.jpg,Is there <span style='color:red'>a cardboard</span> egg carton on the counter?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> egg carton on the counter?,yes
COCO_train2014_000000244816,Is this a restaurant toilet?,Is this,Is this a dirty restaurant toilet?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000244816.jpg,Is this a <span style='color:red'>dirty</span> restaurant toilet?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> restaurant toilet?,yes
COCO_train2014_000000215546,Does a man live in the home?,Does,Does a man in the picture live in the home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000215546.jpg,Does a man <span style='color:red'>in the picture</span> live in the home?,Does a man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> live in the home?,yes
COCO_train2014_000000004567,Are the factory stickers on the laptop?,Are,Are the factory stickers on the open laptop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000004567.jpg,Are the factory stickers on the <span style='color:red'>open</span> laptop?,Are the factory stickers on the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> laptop?,yes
COCO_train2014_000000510626,Are they wearing glasses?,Are,Is the person holding the racket wearing glasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000510626.jpg,<span style='color:red'>Is the person holding the racket</span> wearing glasses?,<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing glasses?,no
COCO_train2014_000000532668,Is this outside?,Is this,Is this grey ship outside?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000532668.jpg,Is this <span style='color:red'>grey ship</span> outside?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> outside?,yes
COCO_train2014_000000339312,Is this a bus?,Is this,Is this green bus?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000339312.jpg,Is this <span style='color:red'>green</span> bus?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bus?,yes
COCO_train2014_000000303370,Does the shortest girl have the purple suitcase?,Does,Does the shortest girl with the red coat have the purple suitcase?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000303370.jpg,Does the shortest girl <span style='color:red'>with the red coat</span> have the purple suitcase?,Does the shortest girl <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have the purple suitcase?,yes
COCO_train2014_000000232762,Do you see clouds?,Do,Do you see the white cloud?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000232762.jpg,Do you see <span style='color:red'>the white cloud?</span>,Do you see <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000355357,Are left turns allowed?,Are,Are left turns allowed at this stop sign?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000355357.jpg,Are left turns allowed <span style='color:red'>at this stop sign?</span>,Are left turns allowed <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000178244,Are these animals running?,Are,Are these animals under the tree running?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000178244.jpg,Are these animals <span style='color:red'>under the tree</span> running?,Are these animals <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> running?,no
COCO_train2014_000000348180,Is there big rocks here?,Is there,Is there a big rock here?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000348180.jpg,Is there big <span style='color:red'>rock</span> here?,Is there big <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> here?,no
COCO_train2014_000000259677,Is there a steak on the plate?,Is there,Is there a cooked steak on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000259677.jpg,Is there a <span style='color:red'>cooked</span> steak on the plate?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> steak on the plate?,yes
COCO_train2014_000000292042,Is this woman straining to throw the frisbee?,Is this,Is this happy woman straining to throw the frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000292042.jpg,Is this <span style='color:red'>happy</span> woman straining to throw the frisbee?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> woman straining to throw the frisbee?,no
COCO_train2014_000000146951,Is there an ocean in this picture?,Is there,Is there a large ocean in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000146951.jpg,Is there <span style='color:red'>a large</span> ocean in this picture?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> ocean in this picture?,no
COCO_train2014_000000517282,Are both of these giraffes mature?,Are,Are both of these giraffes on the right mature?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517282.jpg,Are both of these giraffes <span style='color:red'>on the right</span> mature?,Are both of these giraffes <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> mature?,yes
COCO_train2014_000000436685,Is the person pictured female?,Is the,Is the person snowboarding female?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000436685.jpg,Is the person <span style='color:red'>snowboarding</span> female?,Is the person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> female?,no
COCO_train2014_000000345212,Does this guy look gay?,Does,Does this bald guy look gay?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000345212.jpg,Does this <span style='color:red'>bald</span> guy look gay?,Does this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> guy look gay?,no
COCO_train2014_000000521205,Is the dog hungry?,Is the,Is the sleeping dog hungry?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000521205.jpg,Is the <span style='color:red'>sleeping</span> dog hungry?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog hungry?,no
COCO_train2014_000000073922,Is there a cardinal in the tree?,Is there,Is there a large cardinal in the tree?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000073922.jpg,Is there a <span style='color:red'>large</span> cardinal in the tree?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cardinal in the tree?,no
COCO_train2014_000000481974,Is there a water body?,Is there,Is there a large water body?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000481974.jpg,Is there a <span style='color:red'>large</span> water body?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> water body?,no
COCO_train2014_000000160586,Is this boat in a race?,Is this,Is that windsurfing boat in a race?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000160586.jpg,Is <span style='color:red'>that windsurfing</span> boat in a race?,Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> boat in a race?,no
COCO_train2014_000000568424,Is the ceiling angled?,Is the,Is the painted ceiling angled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000568424.jpg,Is the <span style='color:red'>painted</span> ceiling angled?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> ceiling angled?,yes
COCO_train2014_000000479263,Is the street called Broadway?,Is the,Is the illuminated street called Broadway?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479263.jpg,Is the <span style='color:red'>illuminated</span> street called Broadway?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> street called Broadway?,yes
COCO_train2014_000000424539,Is the pizza hot?,Is the,Is the Margherita pizza hot?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000424539.jpg,Is the <span style='color:red'>Margherita</span> pizza hot?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> pizza hot?,yes
COCO_train2014_000000343853,Is there any children in the picture?,Is there,Is there any hungry child in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000343853.jpg,Is there any <span style='color:red'>hungry child</span> in the picture?,Is there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the picture?,yes
COCO_train2014_000000484344,Are all of the walls the same color?,Are,Are all of the walls in the kitchen the same color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000484344.jpg,Are all of the walls <span style='color:red'>in the kitchen</span> the same color?,Are all of the walls <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the same color?,yes
COCO_train2014_000000312288,Does the woman have dark hair?,Does,Does the woman on the left have dark hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000312288.jpg,Does the woman <span style='color:red'>on the left</span> have dark hair?,Does the woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have dark hair?,yes
COCO_train2014_000000405544,Are both animals the same?,Are,Are both animals in the picture the same?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000405544.jpg,Are both animals <span style='color:red'>in the picture</span> the same?,Are both animals <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the same?,no
COCO_train2014_000000506821,Is the giraffe fenced in?,Is the,Is the visible giraffe fenced in?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000506821.jpg,Is the <span style='color:red'>visible</span> giraffe fenced in?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> giraffe fenced in?,yes
COCO_train2014_000000503832,Is this a park?,Is this,Is this a zoo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000503832.jpg,Is this a <span style='color:red'>zoo?</span>,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000132889,Is the tablecloth checkered?,Is the,Is the red tablecloth checkered?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000132889.jpg,Is the <span style='color:red'>red</span> tablecloth checkered?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> tablecloth checkered?,yes
COCO_train2014_000000420617,Are these people at the hospital?,Are,Are these people wearing headphones at the hospital?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000420617.jpg,Are these people <span style='color:red'>wearing headphones</span> at the hospital?,Are these people <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> at the hospital?,no
COCO_train2014_000000009398,Are these bananas for sale?,Are,Are these bananas on the table for sale?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009398.jpg,Are these bananas <span style='color:red'>on the right</span> for sale?,Are these bananas <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> for sale?,no
COCO_train2014_000000526082,Is this man posing for the photo?,Is this,Is this man in a red jacket posing for the photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000526082.jpg,Is this man <span style='color:red'>in a red jacket</span> posing for the photo?,Is this man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> posing for the photo?,no
COCO_train2014_000000229312,Is there an airplane?,Is there,Is there a white airplane?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000229312.jpg,Is there <span style='color:red'>a white</span> airplane?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> airplane?,yes
COCO_train2014_000000007838,Is there at least one bottle by the bench?,Is there,Is there at least one plastic bottle by the bench?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000007838.jpg,Is there at least one <span style='color:red'>plastic</span> bottle by the bench?,Is there at least one <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bottle by the bench?,yes
COCO_train2014_000000352938,Is this picture taken in a train yard?,Is this,Is this picture of a bus station taken in a train yard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000352938.jpg,Is this picture <span style='color:red'>of a bus station</span> taken in a train yard?,Is this picture <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> taken in a train yard?,no
COCO_train2014_000000205858,Is the giraffe foraging?,Is the,Is the giraffe on the right foraging?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205858.jpg,Is the giraffe <span style='color:red'>on the right</span> foraging?,Is the giraffe <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> foraging?,no
COCO_train2014_000000038543,Is the man sleeping on top of a fence?,Is the,Is the man wearing a hat sleeping on top of a fence?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000038543.jpg,Is the man <span style='color:red'>wearing a hat</span> sleeping on top of a fence?,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sleeping on top of a fence?,no
COCO_train2014_000000273103,Is this a new computer?,Is this,Is this a silver computer?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000273103.jpg,Is this a <span style='color:red'>silver</span> computer?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> computer?,no
COCO_train2014_000000255741,Does this area use a lot of train travel?,Does,Does this area use a lot of yellow train travel?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000255741.jpg,Does this area use a lot of <span style='color:red'>yellow</span> train travel?,Does this area use a lot of <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> train travel?,yes
COCO_train2014_000000363145,Is there a reflection in the mirror?,Is there,Is there a reflection of a person in the mirror?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000363145.jpg,Is there a reflection <span style='color:red'>of a person</span> in the mirror?,Is there a reflection <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the mirror?,yes
COCO_train2014_000000455496,Does this man have facial hair?,Does,Does this man in a hat have facial hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000455496.jpg,Does this man <span style='color:red'>in a hat</span> have facial hair?,Does this man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have facial hair?,no
COCO_train2014_000000558378,Is there a couch in the room?,Is there,Is there a beige couch in the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000558378.jpg,Is there a <span style='color:red'>beige</span> couch in the room?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> couch in the room?,yes
COCO_train2014_000000550049,Are most of the spectator seats filled?,Are,Are most of the empty spectator seats filled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000550049.jpg,Are most of the <span style='color:red'>empty</span> spectator seats filled?,Are most of the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> spectator seats filled?,yes
COCO_train2014_000000342942,Is this animal on the first floor?,Is this,Is this fluffy animal on the first floor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000342942.jpg,Is this <span style='color:red'>fluffy</span> animal on the first floor?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> animal on the first floor?,no
COCO_train2014_000000025996,Is the child preparing to ski?,Is the,Is the small child preparing to ski?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000025996.jpg,Is the <span style='color:red'>small</span> child preparing to ski?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> child preparing to ski?,no
COCO_train2014_000000469786,Are the cupboards or the appliances a darker color?,Are,Are the wooden cupboards or the appliances a darker color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469786.jpg,Are the <span style='color:red'>wooden</span> cupboards or the appliances a darker color?,Are the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cupboards or the appliances a darker color?,appliances
COCO_train2014_000000373500,Is this girls plate full?,Is this,Is the girl's white plate full?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373500.jpg,Is <span style='color:red'>the girl's white</span> plate full?,Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> plate full?,yes
COCO_train2014_000000316224,Does this appear to be a restaurant setting?,Does,Does this appear to be a restaurant setting with a crepe?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000316224.jpg,Does this appear to be a restaurant setting <span style='color:red'>with a crepe?</span>,Does this appear to be a restaurant setting <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000277403,Is the airplane on the ground?,Is the,Is the military airplane on the ground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277403.jpg,Is the <span style='color:red'>military</span> airplane on the ground?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> airplane on the ground?,no
