image_id,Original_question,q_type,Mod_qns_Llava,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000109928,Is there a picture above the bed?,Is there,Is there a large picture above the bed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000109928.jpg,Is there a <span style='color:red'>large</span> picture above the bed?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> picture above the bed?,no
COCO_train2014_000000480107,Is there an advertisement on the back of the bus?,Is there,Is there an advertisement on the back of the bus that is large in size and positioned towards the left side of the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480107.jpg,Is there an advertisement on the back of the bus <span style='color:red'>that is large in size and positioned towards the left side of the image?</span>,Is there an advertisement on the back of the bus <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000553552,Is this your average commercial liner?,Is this,Is this your average commercial liner?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000553552.jpg,Is this your average commercial liner?,Is this your average commercial liner?,no
COCO_train2014_000000505279,Is the person male or female?,Is the,Is the person male or female on the surfboard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000505279.jpg,"Is the person male or female, <span style='color:red'>and which direction is he headed on his surfboard?</span>","Is the person male or female, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",male
COCO_train2014_000000492692,Is the man wearing a tie?,Is the,Is the man wearing a colorful tie?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000492692.jpg,Is the man wearing a <span style='color:red'>colorful</span> tie?,Is the man wearing a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> tie?,no
COCO_train2014_000000362642,Is this picture taken at night?,Is this,"Is this picture taken at night, featuring a tall brick clock tower illuminated by streetlights?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000362642.jpg,"Is this picture taken at night, <span style='color:red'>featuring a tall brick clock tower illuminated by streetlights?</span>","Is this picture taken at night, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",yes
COCO_train2014_000000263385,Is the man wearing a tie?,Is the,Is the man in a tie wearing a blue shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000263385.jpg,Is the man <span style='color:red'>in a tie</span> wearing a <span style='color:red'>blue shirt?</span>,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000101684,Is there a log on the ground?,Is there,Is there a log on the ground? ,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000101684.jpg,Is there a log on the ground?,Is there a log on the ground?,yes
COCO_train2014_000000162020,Is the sign funny?,Is the,Is the sign funny in its placement?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000162020.jpg,Is the sign funny <span style='color:red'>in its placement?</span>,Is the sign funny <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000116927,Is the person going to injure himself?,Is the,Is the person going to injure himself while skiing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000116927.jpg,Is the person going to injure himself <span style='color:red'>while skiing?</span>,Is the person going to injure himself <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000241001,Is this place cold?,Is this,Is this place cold and icy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000241001.jpg,Is this place cold <span style='color:red'>and icy?</span>,Is this place cold <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000122394,Is this mannequin modeling shoes?,Is this,Is this mannequin modeling shoes for a dance event?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000122394.jpg,Is this mannequin modeling shoes <span style='color:red'>for a dance event?</span>,Is this mannequin modeling shoes <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000352523,Is this a foggy day?,Is this,Is this a foggy day in the harbor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000352523.jpg,Is this a foggy day <span style='color:red'>in the harbor?</span>,Is this a foggy day <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000000790,Is this a family?,Is this,Is this a close-knit family?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000000790.jpg,Is this a <span style='color:red'>close-knit</span> family?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> family?,yes
COCO_train2014_000000579261,Is this person standing?,Is this,Is this person standing while riding a surfboard on the beach?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000579261.jpg,Is this person standing <span style='color:red'>while riding a surfboard on the beach?</span>,Is this person standing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000417689,Is this a color photograph?,Is this,Is this a color photograph of a street sign? ,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000417689.jpg,Is this a color photograph <span style='color:red'>of a street sign?</span>,Is this a color photograph <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000469197,Is there an animal in the grass?,Is there,Is there an animal in the foreground grass?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469197.jpg,Is there an animal in the <span style='color:red'>foreground</span> grass?,Is there an animal in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> grass?,yes
COCO_train2014_000000200759,Is there any people in this scene?,Is there,"In this image of a large clock tower, is there any people in the vicinity?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000200759.jpg,"<span style='color:red'>In this image of a large clock tower,</span> is there any people in <span style='color:red'>the vicinity?</span>",<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> is there any people in <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000243947,Is the crowd blurry?,Is the,Is the blurry crowd on the right?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000243947.jpg,Is the <span style='color:red'>blurry</span> crowd <span style='color:red'>on the right?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> crowd <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000167712,Is the jockey on a horse?,Is the,Is the jockey on a horse in a covered stable?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000167712.jpg,Is the jockey on a horse <span style='color:red'>in a covered stable?</span>,Is the jockey on a horse <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000157792,Is the cattle grazing?,Is the,Is the cattle grazing in the field?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000157792.jpg,Is the cattle grazing <span style='color:red'>in the field?</span>,Is the cattle grazing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000392571,Is the baseball in midair?,Is the,Is the baseball in midair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000392571.jpg,Is the baseball in midair?,Is the baseball in midair?,yes
COCO_train2014_000000294866,Is there a snowman?,Is there,Is there a snowman in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000294866.jpg,Is there a snowman <span style='color:red'>in the background?</span>,Is there a snowman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000274047,Is this person wearing socks?,Is this,Is this person wearing green socks?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000274047.jpg,Is this person wearing <span style='color:red'>green</span> socks?,Is this person wearing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> socks?,yes
COCO_train2014_000000411913,Is the umbrella keeping the boy dry?,Is the,Is the umbrella large enough to keep the boy dry?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000411913.jpg,Is the umbrella <span style='color:red'>large enough to keep</span> the boy dry?,Is the umbrella <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the boy dry?,yes
COCO_train2014_000000251487,Is this picture in black and white?,Is this,Is this picture in black and white?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000251487.jpg,Is this picture in black and white?,Is this picture in black and white?,no
COCO_train2014_000000502772,Is the doughnut healthier to eat then the grapefruit?,Is the,Is the grapefruit slice healthier to eat than the glazed doughnut? ,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000502772.jpg,Is the <span style='color:red'>grapefruit slice</span> healthier to eat <span style='color:red'>than</span> the <span style='color:red'>glazed doughnut?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> healthier to eat <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000288712,Is the kid wearing a hat?,Is the,Is the kid wearing a red hat?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000288712.jpg,Is the kid wearing a <span style='color:red'>red</span> hat?,Is the kid wearing a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hat?,yes
COCO_train2014_000000277700,Is this piece of luggage filled with clutter?,Is this,Is the cluttered piece of luggage sitting in the middle of the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277700.jpg,Is <span style='color:red'>the cluttered</span> piece of luggage <span style='color:red'>sitting in the middle of the room?</span>,Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> piece of luggage <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000406030,Is the bear real?,Is the,Is the brown teddy bear held by someone's hand real?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000406030.jpg,"Is the bear <span style='color:red'>a</span> real, <span style='color:red'>brown teddy bear with red eyes and teeth, held by someone's hand?</span>","Is the bear <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> real, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000184583,Is there a house in the background?,Is there,"Is there a house in the background, near to the grazing bison?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000184583.jpg,"Is there a house in the background, <span style='color:red'>near to the grazing bison?</span>","Is there a house in the background, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000508053,Is this woman trying hard?,Is this,"Is this woman, who has a pink visor and is holding a tennis racquet, really trying hard to win this match?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000508053.jpg,"Is this woman, <span style='color:red'>who has a pink visor and is holding a tennis racquet, really</span> trying hard <span style='color:red'>to win this match?</span>","Is this woman, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> trying hard <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",yes
COCO_train2014_000000020018,Is the giraffe's tongue hanging out?,Is the,"In the image, is the giraffe's tongue hanging out?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000020018.jpg,"<span style='color:red'>In the image,</span> is the <span style='color:red'>giraffe's</span> tongue hanging out?",<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> tongue hanging out?,no
COCO_train2014_000000376398,Is this apartment located in the city?,Is this,Is this apartment in the city center?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376398.jpg,Is this apartment <span style='color:red'></span> in the city <span style='color:red'>center?</span>,Is this apartment <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the city <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000167599,Is the toilet seat down?,Is the,Is the white toilet seat down?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000167599.jpg,Is the <span style='color:red'>white</span> toilet seat down?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> toilet seat down?,yes
COCO_train2014_000000525035,Is there white steam coming out of plane?,Is there,Is there white smoke coming out of plane?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000525035.jpg,Is there white <span style='color:red'>smoke</span> coming out of plane?,Is there white <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> coming out of plane?,yes
COCO_train2014_000000035008,Is the surfer going to fall?,Is the,"Is the surfer, riding on a wave, going to fall?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000035008.jpg,"Is the surfer, <span style='color:red'>riding on a wave,</span> going to fall?","Is the surfer, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> going to fall?",yes
COCO_train2014_000000268313,Is the person wearing a helmet?,Is the,Is the person wearing a helmet while riding a bicycle?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000268313.jpg,Is the person wearing a helmet <span style='color:red'>while riding a bicycle?</span>,Is the person wearing a helmet <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000029473,Is there popcorn on the table?,Is there,In there popcorn in the white container?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000029473.jpg,<span style='color:red'>In what container are</span> the <span style='color:red'>carrots located?</span>,<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000456045,Is there a zebra in this image?,Is there,"Is there a zebra in this enclosed field, grazing on grass?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000456045.jpg,"Is there a zebra in this <span style='color:red'>enclosed field, grazing on grass?</span>",Is there a zebra in this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000048821,Is the cow looking forward or backward?,Is the,Is the cow looking forward or backward in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000048821.jpg,Is the cow looking forward or backward <span style='color:red'>in the image?</span>,Is the cow looking forward or backward <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,forward
COCO_train2014_000000267201,Is the train moving?,Is the,Is this train moving?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000267201.jpg,Is <span style='color:red'>this</span> train moving?,Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> train moving?,yes
COCO_train2014_000000082611,Is the plain white?,Is the,Is the plain white and large?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000082611.jpg,Is the plain white <span style='color:red'>and large?</span>,Is the plain white <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000384316,Is the man wearing jeans?,Is the,Is the man wearing a dark pair of jeans?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000384316.jpg,Is the man wearing <span style='color:red'>a dark pair of</span> jeans?,Is the man wearing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> jeans?,no
COCO_train2014_000000081555,Is this a passenger train?,Is this,Is this a large passenger train?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000081555.jpg,Is this a <span style='color:red'>large</span> passenger train?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> passenger train?,no
COCO_train2014_000000478683,Is the women wearing earrings?,Is the,Is the woman in the background wearing earrings?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000478683.jpg,Is the <span style='color:red'>woman in the background</span> wearing earrings?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing earrings?,yes
COCO_train2014_000000468095,Is there a clear bowl in the picture?,Is there,"Is there a clear bowl in the picture, which contains flour and has a measuring cup on top of it?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000468095.jpg,"Is there a clear bowl in the picture, <span style='color:red'>which contains flour and has a measuring cup on top of it?</span>","Is there a clear bowl in the picture, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",yes
COCO_train2014_000000193659,Is there a colander on the table?,Is there,Is there a colander on the table in the center of the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000193659.jpg,Is there a colander on the table <span style='color:red'>in the center of the room?</span>,Is there a colander on the table <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000555537,Is this man wearing a professional athlete uniform?,Is this,"Is this man wearing a professional athlete uniform, as he plays soccer on a grassy field?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000555537.jpg,"Is this man wearing a professional athlete uniform, <span style='color:red'>as he plays soccer on a grassy field?</span>","Is this man wearing a professional athlete uniform, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000403307,Is this a beach?,Is this,Is this a beach at a resort?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000403307.jpg,Is this a beach <span style='color:red'>at a resort?</span>,Is this a beach <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000556306,Is this person holding an apple?,Is this,Is this person holding a neon green apple?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000556306.jpg,Is this person holding <span style='color:red'>a neon green</span> apple?,Is this person holding <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> apple?,no
COCO_train2014_000000414851,Is the bus moving?,Is the,Is the blue bus moving?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000414851.jpg,Is the <span style='color:red'>blue</span> bus moving?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bus moving?,yes
COCO_train2014_000000000902,Is the sunlight direct or filtered?,Is the,Is the sunlight direct or filtered into the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000000902.jpg,Is the sunlight direct or filtered <span style='color:red'>into the room?</span>,Is the sunlight direct or filtered <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,filtered
COCO_train2014_000000294652,Is the man on the left angry?,Is the,Is the man on the left wearing a striped shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000294652.jpg,Is the man on the left <span style='color:red'>wearing a striped shirt?</span>,Is the man on the left <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000472585,Is the dog standing on a bench?,Is the,Is the fake dog standing on a bench?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000472585.jpg,Is the <span style='color:red'>fake</span> dog standing on a bench?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog standing on a bench?,yes
COCO_train2014_000000074993,Is there a bridge in the picture?,Is there,Is there a bridge near the tree in the sky?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000074993.jpg,Is there a <span style='color:red'>blue kite</span> in the <span style='color:red'>sky?</span>,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000260500,Is the batter right or left handed?,Is the,Is the batter right-handed or left-handed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000260500.jpg,Is the batter <span style='color:red'>right-handed</span> or <span style='color:red'>left-handed?</span>,Is the batter <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> or <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,left
COCO_train2014_000000562801,Is the man wearing a shirt?,Is the,Is the man wearing a shirt while laying on the bed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000562801.jpg,Is the man wearing a shirt <span style='color:red'>while laying on the bed?</span>,Is the man wearing a shirt <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000198383,Is there a coffee table in this room?,Is there,"Is there a coffee table in this room and if so, where is it situated?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000198383.jpg,"Is there a coffee table in this room <span style='color:red'>and if so, where is it situated?</span>",Is there a coffee table in this room <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000544234,Is the bed neatly made?,Is the,Is the bed neatly made?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000544234.jpg,Is the bed neatly made?,Is the bed neatly made?,yes
COCO_train2014_000000512296,Is this horse beautiful?,Is this,Is this beautiful horse in the foreground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000512296.jpg,Is this <span style='color:red'>beautiful</span> horse <span style='color:red'>in the foreground?</span>,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> horse <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000263261,Is the tv on?,Is the,Is the tv in the living room on?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000263261.jpg,Is the tv <span style='color:red'>in the living room</span> on?,Is the tv <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> on?,no
COCO_train2014_000000222760,Is this bear happy?,Is this,Is this bear happy in its current location?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000222760.jpg,Is this bear happy <span style='color:red'>in its current location?</span>,Is this bear happy <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000491992,Is the dog surfing?,Is the,"In this image, what kind of dog is surfing while holding a paddle?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000491992.jpg,"<span style='color:red'>In this image, what kind of dog</span> is <span style='color:red'></span> surfing <span style='color:red'>while holding a paddle?</span>",<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> surfing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000182212,Is the area dirty?,Is the,Is the area dirty looking?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000182212.jpg,Is the area dirty <span style='color:red'>looking?</span>,Is the area dirty <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000102006,Is the background in focus?,Is the,Is the background in focus?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000102006.jpg,Is the background in focus?,Is the background in focus?,no
COCO_train2014_000000570015,Is the glove positioned in a derogatory manner?,Is the,"Is the glove positioned in a derogatory manner, especially considering it's surrounded by various items?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000570015.jpg,"Is the glove positioned in a derogatory manner, <span style='color:red'>especially considering it's surrounded by various items?</span>","Is the glove positioned in a derogatory manner, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",yes
COCO_train2014_000000536595,Is the fire hydrant clean?,Is the,Is the fire hydrant blue and clean?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000536595.jpg,Is the fire hydrant <span style='color:red'>blue and</span> clean?,Is the fire hydrant <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> clean?,no
COCO_train2014_000000556886,Is the woman wearing a hat?,Is the,Is the woman wearing a pink hat?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000556886.jpg,Is the woman wearing a <span style='color:red'>pink</span> hat?,Is the woman wearing a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hat?,no
COCO_train2014_000000149295,Is there a white plate?,Is there,Is there a white plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000149295.jpg,Is there a white plate?,Is there a white plate?,yes
COCO_train2014_000000274271,Is the food eaten?,Is the,Is the food on the plate eaten?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000274271.jpg,Is the food <span style='color:red'>on the plate</span> eaten?,Is the food <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> eaten?,no
COCO_train2014_000000461501,Is there any vegetation?,Is there,Is there any vegetation in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000461501.jpg,Is there any vegetation <span style='color:red'>in the image?</span>,Is there any vegetation <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000019394,Is the boy skiing properly?,Is the,Is the young child skiing properly in the snowy landscape?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000019394.jpg,Is the <span style='color:red'>young child</span> skiing properly <span style='color:red'>in the snowy landscape?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> skiing properly <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000178751,Is this how skis should be carried?,Is this,"Is this how skis should be carried in a snowy environment, as seen from the viewer's perspective?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000178751.jpg,"Is this how skis should be carried <span style='color:red'>in a snowy environment, as seen from the viewer's perspective?</span>",Is this how skis should be carried <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000215889,Is there a place to throw your litter?,Is there,Is there a designated area for people to dispose of their trash at this train station platform?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000215889.jpg,Is there a <span style='color:red'>designated area for people</span> to <span style='color:red'>dispose of their trash at this train station platform?</span>,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> to <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000008379,Is this house a corner lot?,Is this,Is this house a corner lot located at?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000008379.jpg,Is this house a corner lot <span style='color:red'>located at?</span>,Is this house a corner lot <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
