image_id,Original_question,q_type,Mod_qns_GPT4o,image_url
COCO_train2014_000000205858,Is the giraffe foraging?,Is the,Is the tall giraffe foraging?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205858.jpg
COCO_train2014_000000038543,Is the man sleeping on top of a fence?,Is the,Is the old man sleeping on top of a fence?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000038543.jpg
COCO_train2014_000000273103,Is this a new computer?,Is this,Is this a large new computer?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000273103.jpg
COCO_train2014_000000255741,Does this area use a lot of train travel?,Does,Does this busy area use a lot of train travel?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000255741.jpg
COCO_train2014_000000363145,Is there a reflection in the mirror?,Is there,Is there a reflection in the small mirror?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000363145.jpg
COCO_train2014_000000455496,Does this man have facial hair?,Does,Does this man in the beanie have facial hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000455496.jpg
COCO_train2014_000000558378,Is there a couch in the room?,Is there,Is there a beige couch in the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000558378.jpg
COCO_train2014_000000550049,Are most of the spectator seats filled?,Are,Are most of the upper spectator seats filled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000550049.jpg
COCO_train2014_000000342942,Is this animal on the first floor?,Is this,Is this fluffy animal on the first floor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000342942.jpg
COCO_train2014_000000025996,Is the child preparing to ski?,Is the,Is the small child preparing to ski?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000025996.jpg
COCO_train2014_000000469786,Are the cupboards or the appliances a darker color?,Are,Are the cupboards on the right or the appliances a darker color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469786.jpg
COCO_train2014_000000373500,Is this girls plate full?,Is this,Is this girl's large plate full?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373500.jpg
COCO_train2014_000000316224,Does this appear to be a restaurant setting?,Does,Does this appear to be a dimly lit restaurant setting?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000316224.jpg
COCO_train2014_000000277403,Is the airplane on the ground?,Is the,Is the airplane with the swirling clouds on the ground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277403.jpg
COCO_train2014_000000409668,Are there many cars on the street?,Are,Are there many slow cars on the street?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000409668.jpg
COCO_train2014_000000292296,Do you think this food is healthy?,Do,Do you think this green food is healthy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000292296.jpg
COCO_train2014_000000525591,Is there a lake in the background?,Is there,Is there a lake in the distant background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000525591.jpg
COCO_train2014_000000079269,Is this a photo in a store?,Is this,Is this a vintage photo in a store?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000079269.jpg
COCO_train2014_000000177974,Is the screen locked?,Is the,Is the bright screen locked?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000177974.jpg
COCO_train2014_000000380714,Are there clouds visible?,Are,Are there white clouds visible?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000380714.jpg
COCO_train2014_000000559754,Is this a double parking meter?,Is this,Is this a scratched double parking meter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000559754.jpg
COCO_train2014_000000396725,Is there food in the image?,Is there,Is there hot food in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000396725.jpg
COCO_train2014_000000186923,Does the woman have a good figure?,Does,Does the tall woman have a good figure?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000186923.jpg
COCO_train2014_000000080599,Is this a Continental breakfast?,Is this,Is this a Continental breakfast with white plates?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000080599.jpg
COCO_train2014_000000218011,Is the suitcase open?,Is the,Is the large suitcase open?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000218011.jpg
COCO_train2014_000000090810,Is there a place to dispose of garbage?,Is there,Is there a place to dispose of garbage next to the toilet?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000090810.jpg
COCO_train2014_000000309135,Is the little zebra looking at the camera?,Is the,Is the little zebra on the left looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000309135.jpg
COCO_train2014_000000382655,Is there an open window?,Is there,Is there an open window on the left?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000382655.jpg
COCO_train2014_000000068084,Is the glass filled with water?,Is the,Is the blue glass filled with water?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000068084.jpg
COCO_train2014_000000440675,Is this person wearing shorts?,Is this,Is this tall person wearing shorts?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000440675.jpg
COCO_train2014_000000026538,Are the giraffes looking at the camera?,Are,Are the tall giraffes looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000026538.jpg
COCO_train2014_000000425063,Is there an even number of donuts or an odd number?,Is there,Is there an even number of glazed donuts or an odd number?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000425063.jpg
COCO_train2014_000000040796,Is the sign telling people instructions?,Is the,Is the metal sign telling people instructions?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000040796.jpg
COCO_train2014_000000480415,Is the plane on the runway?,Is the,Is the plane with the blue tail on the runway?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480415.jpg
COCO_train2014_000000054327,Is the building a cathedral?,Is the,Is the tall building a cathedral?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000054327.jpg
COCO_train2014_000000323664,Does the woman's shirt have sleeves?,Does,Does the woman's black shirt have sleeves?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000323664.jpg
COCO_train2014_000000420079,Is this outdoors?,Is this,Is this indoors?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000420079.jpg
COCO_train2014_000000447911,Are they rollerblading?,Are,Are they rollerblading in the skatepark?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000447911.jpg
COCO_train2014_000000097951,Is the motorcycle parked correctly according to law?,Is the,Is the white motorcycle parked correctly according to law?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000097951.jpg
COCO_train2014_000000304867,Does this food truck sell hot dogs?,Does,Does this large food truck sell hot dogs?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000304867.jpg
COCO_train2014_000000107535,Is there a streetcar in this picture?,Is there,Is there a red streetcar in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000107535.jpg
COCO_train2014_000000133275,Does the man have hair?,Does,Does the smiling man have hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000133275.jpg
COCO_train2014_000000285488,Is this a Japanese restaurant?,Is this,Is this a colorful Japanese restaurant?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000285488.jpg
COCO_train2014_000000263526,Are there visible pipes under the sink?,Are,Are there visible pipes under the blue sink?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000263526.jpg
COCO_train2014_000000214266,Are all of these people kids?,Are,Are all of these tall people kids?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000214266.jpg
COCO_train2014_000000417161,Are these flowers roses?,Are,Are these colorful flowers roses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000417161.jpg
